Email Text,Label
Your reservation at LinkedIn has been confirmed for 10:00 AM. View details here: https://www.dhl.com/en/express/tracking,legitimate
Final Warning: Your storage is full on Dropbox. Upgrade immediately or lose files: http://login.secure-bank-login.xyz?id=57934,phishing
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://dhl-package-tracking-update.com/status?id=43999,phishing
"Dear customer, your card ending in 5261 has been blocked. Call support or login here: http://verify-bankofamerica.co/signin?id=63118",phishing
Here are the tickets for your flight UA494 to San Francisco. Have a great trip!,legitimate
Your package from FedEx could not be delivered due to incorrect address. Update details: http://update-credential-zoom.org?id=56790,phishing
Thank you for your order at Amazon. Your order number is #1086 and will ship soon.,legitimate
Your weekly digest from Apple is ready. Here are your top recommendations for this week.,legitimate
Invoice INV-331418 for 3612 is overdue. View statement and pay now: http://amazon-giftcard-promotions.net?id=63947,phishing
Invoice INV-773733 for 4939 is overdue. View statement and pay now: http://dropbox-storage-upgrade-deal.co?id=12260,phishing
Thank you for your order at Costco. Your order number is #3315 and will ship soon.,legitimate
"Dear customer, your card ending in 1583 has been blocked. Call support or login here: http://apple-id-recovery-support.info?id=60890",phishing
Your package from FedEx could not be delivered due to incorrect address. Update details: http://drive-google-sharing-view.com?id=68440,phishing
Congratulations! You won a iPad Air from Costco. Click here to claim your reward: http://netflix-billing-update-alert.net/login?id=94323,phishing
Action Required: Update your billing information for Netflix to avoid service interruption: http://drive-google-sharing-view.com?id=39641,phishing
"Hi, just reminding you about our meeting tomorrow at 9:15 AM. Let me know if you can make it.",legitimate
You have received a tax refund of 4814 USD. Submit your details to claim: http://update-credential-zoom.org?id=58793,phishing
Your monthly energy statement for Best Buy is now available. Log in to view: https://ledger.com,legitimate
Action Required: Update your billing information for Google to avoid service interruption: http://verify-bankofamerica.co/signin?id=54050,phishing
Your payroll details need verification. Please update your bank details on the portal: http://secure-chase-login-auth.com/verify?id=65506,phishing
"Security Alert: Someone has requested a password change for your Google ID. If not you, secure your account at http://verify-bankofamerica.co/signin?id=40158",phishing
Your reservation at Google has been confirmed for 11:00 PM. View details here: https://appleid.apple.com,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://dhl-package-tracking-update.com/status?id=28392,phishing
Invoice INV-457437 for 4390 is overdue. View statement and pay now: http://apple-id-recovery-support.info?id=25374,phishing
Action Required: Update your billing information for Zoom to avoid service interruption: http://dropbox-storage-upgrade-deal.co?id=99972,phishing
Critical security patch required for your computer. Click to download the update: https://paypal-security-verification-portal.org?id=83064,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.amazon.com/gp/css/homepage.html,legitimate
You have received a tax refund of 1669 USD. Submit your details to claim: http://login.secure-bank-login.xyz?id=70213,phishing
Congratulations! You won a Tesla Model 3 from Walmart. Click here to claim your reward: http://irs-tax-refund-claim.gov.us/portal?id=65137,phishing
Your subscription to Dropbox has auto-renewed. View your receipt: https://drive.google.com,legitimate
"Security Alert: Someone has requested a password change for your Facebook ID. If not you, secure your account at https://paypal-security-verification-portal.org?id=62477",phishing
Welcome to the LinkedIn team! Here is the onboarding document to get you started.,legitimate
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
Your package from DHL could not be delivered due to incorrect address. Update details: http://dhl-package-tracking-update.com/status?id=83591,phishing
Reminder: Your appointment with Dr. John is scheduled for 11:00 PM.,legitimate
Your subscription to Zoom has auto-renewed. View your receipt: https://www.paypal.com/signin,legitimate
Invoice INV-940431 for 1271 is overdue. View statement and pay now: http://wallet-connect-ledger.com/restore?id=25848,phishing
Your payroll details need verification. Please update your bank details on the portal: http://verify-bankofamerica.co/signin?id=64126,phishing
Your monthly energy statement for eBay is now available. Log in to view: https://www.paypal.com/signin,legitimate
You have received a tax refund of 3776 USD. Submit your details to claim: http://update-credential-zoom.org?id=23975,phishing
Congratulations! You won a iPad Air from Costco. Click here to claim your reward: http://secure-chase-login-auth.com/verify?id=94901,phishing
Congratulations! You won a iPad Air from Costco. Click here to claim your reward: http://drive-google-sharing-view.com?id=17706,phishing
Invoice INV-594841 for 1184 is overdue. View statement and pay now: http://apple-id-recovery-support.info?id=16610,phishing
Reminder: Your appointment with Dr. James is scheduled for 1:45 PM.,legitimate
Congratulations! You won a $500 Cash Reward from Walmart. Click here to claim your reward: http://secure-chase-login-auth.com/verify?id=86981,phishing
Your payroll details need verification. Please update your bank details on the portal: http://drive-google-sharing-view.com?id=54148,phishing
"Hi Robert, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
Attention: Win 3655 worth of Bitcoin by clicking on our promotional link: https://paypal-security-verification-portal.org?id=86338,phishing
Attention: Win 2732 worth of Bitcoin by clicking on our promotional link: http://dhl-package-tracking-update.com/status?id=16594,phishing
"Dear customer, your card ending in 2363 has been blocked. Call support or login here: http://wallet-connect-ledger.com/restore?id=67109",phishing
You have received a tax refund of 4748 USD. Submit your details to claim: http://update-credential-zoom.org?id=62470,phishing
Final Warning: Your storage is full on Google. Upgrade immediately or lose files: http://drive-google-sharing-view.com?id=12760,phishing
Verify your Zoom login immediately. Unrecognized activity detected from IP 140.170.126.64. Reset password: http://login.secure-bank-login.xyz?id=35697,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://amazon-giftcard-promotions.net?id=59262,phishing
"Dear customer, your card ending in 9188 has been blocked. Call support or login here: http://netflix-billing-update-alert.net/login?id=98267",phishing
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://apple-id-recovery-support.info?id=52559,phishing
Urgent: Your account at Chase Bank has been suspended. Click here to verify: http://signin-facebook-account-alert.net?id=36530,phishing
Your payroll details need verification. Please update your bank details on the portal: http://login.secure-bank-login.xyz?id=22539,phishing
Critical security patch required for your computer. Click to download the update: http://dropbox-storage-upgrade-deal.co?id=28886,phishing
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
Your account statement for HSBC is ready. Login to your secure portal to download.,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://update-credential-zoom.org?id=35845,phishing
Final Warning: Your storage is full on Zoom. Upgrade immediately or lose files: http://netflix-billing-update-alert.net/login?id=16693,phishing
"Hi, can you send over the slides for the Sales Review presentation before our call?",legitimate
Invoice INV-168546 for 2077 is overdue. View statement and pay now: https://microsoft365-password-reset.xyz/update?id=14118,phishing
Your package from DHL could not be delivered due to incorrect address. Update details: http://login.secure-bank-login.xyz?id=65747,phishing
Here is the project update for the Product Launch sprint. Let me know your thoughts by EOD.,legitimate
Reminder: Your appointment with Dr. James is scheduled for 11:00 AM.,legitimate
Your weekly digest from Zoom is ready. Here are your top recommendations for this week.,legitimate
Your subscription to Microsoft 365 has auto-renewed. View your receipt: https://ledger.com,legitimate
"Security Alert: Someone has requested a password change for your Facebook ID. If not you, secure your account at http://irs-tax-refund-claim.gov.us/portal?id=92603",phishing
"Dear customer, your card ending in 5554 has been blocked. Call support or login here: http://update-credential-zoom.org?id=95204",phishing
You have received a tax refund of 658 USD. Submit your details to claim: http://dropbox-storage-upgrade-deal.co?id=80103,phishing
Verify your Microsoft 365 login immediately. Unrecognized activity detected from IP 233.110.205.247. Reset password: http://wallet-connect-ledger.com/restore?id=68385,phishing
Your weekly digest from LinkedIn is ready. Here are your top recommendations for this week.,legitimate
Congratulations! You won a iPhone 15 Pro from Costco. Click here to claim your reward: http://dhl-package-tracking-update.com/status?id=66518,phishing
Your weekly digest from LinkedIn is ready. Here are your top recommendations for this week.,legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.dropbox.com,legitimate
Your subscription to Zoom has auto-renewed. View your receipt: https://www.amazon.com/gp/css/homepage.html,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://wallet-connect-ledger.com/restore?id=59769,phishing
Your subscription to Microsoft 365 has auto-renewed. View your receipt: https://www.chase.com,legitimate
Final Warning: Your storage is full on Zoom. Upgrade immediately or lose files: http://signin-facebook-account-alert.net?id=19516,phishing
Invoice INV-975622 for 2888 is overdue. View statement and pay now: http://verify-bankofamerica.co/signin?id=42551,phishing
Your account statement for Chase Bank is ready. Login to your secure portal to download.,legitimate
Urgent: Your account at Citibank has been suspended. Click here to verify: http://signin-facebook-account-alert.net?id=60371,phishing
Verify your Amazon login immediately. Unrecognized activity detected from IP 208.62.68.166. Reset password: http://verify-bankofamerica.co/signin?id=90203,phishing
Here are the tickets for your flight AA363 to Paris. Have a great trip!,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://amazon-giftcard-promotions.net?id=63367,phishing
Reminder: Your appointment with Dr. Emily is scheduled for 9:15 AM.,legitimate
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
Congratulations! You won a $1000 Gift Card from eBay. Click here to claim your reward: http://update-credential-zoom.org?id=58881,phishing
"Security Alert: Someone has requested a password change for your Google ID. If not you, secure your account at http://verify-bankofamerica.co/signin?id=57372",phishing
Attention: Win 4890 worth of Bitcoin by clicking on our promotional link: http://login.secure-bank-login.xyz?id=73158,phishing
"Hi Sarah, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Reminder: Your appointment with Dr. William is scheduled for 10:45 PM.,legitimate
Attention: Win 3947 worth of Bitcoin by clicking on our promotional link: http://signin-facebook-account-alert.net?id=14013,phishing
Critical security patch required for your computer. Click to download the update: https://microsoft365-password-reset.xyz/update?id=18444,phishing
Invoice INV-636187 for 4610 is overdue. View statement and pay now: http://dhl-package-tracking-update.com/status?id=68064,phishing
Congratulations! You won a Tesla Model 3 from Target. Click here to claim your reward: http://wallet-connect-ledger.com/restore?id=78494,phishing
"Hi, just reminding you about our meeting tomorrow at 7:45 AM. Let me know if you can make it.",legitimate
Invoice INV-333180 for 1812 is overdue. View statement and pay now: http://dropbox-storage-upgrade-deal.co?id=30375,phishing
"Hi, just reminding you about our meeting tomorrow at 12:45 AM. Let me know if you can make it.",legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.dropbox.com,legitimate
"Security Alert: Someone has requested a password change for your Apple ID. If not you, secure your account at http://signin-facebook-account-alert.net?id=98002",phishing
Thank you for your order at Walmart. Your order number is #9355 and will ship soon.,legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.bankofamerica.com,legitimate
Here are the tickets for your flight AA752 to San Francisco. Have a great trip!,legitimate
Your monthly energy statement for eBay is now available. Log in to view: https://ledger.com,legitimate
Your weekly digest from Microsoft 365 is ready. Here are your top recommendations for this week.,legitimate
Verify your Amazon login immediately. Unrecognized activity detected from IP 116.206.120.38. Reset password: http://verify-bankofamerica.co/signin?id=66262,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://login.secure-bank-login.xyz?id=49972,phishing
Action Required: Update your billing information for Microsoft 365 to avoid service interruption: http://update-credential-zoom.org?id=23521,phishing
"Hi Linda, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
Critical security patch required for your computer. Click to download the update: http://signin-facebook-account-alert.net?id=19890,phishing
Verify your Facebook login immediately. Unrecognized activity detected from IP 105.94.80.167. Reset password: http://login.secure-bank-login.xyz?id=18533,phishing
Reminder: Your appointment with Dr. John is scheduled for 9:00 PM.,legitimate
You have received a tax refund of 2025 USD. Submit your details to claim: http://signin-facebook-account-alert.net?id=54008,phishing
Your payroll details need verification. Please update your bank details on the portal: http://amazon-giftcard-promotions.net?id=91565,phishing
Invoice INV-531954 for 4649 is overdue. View statement and pay now: http://irs-tax-refund-claim.gov.us/portal?id=26381,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://verify-bankofamerica.co/signin?id=90994,phishing
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Your account statement for Capital One is ready. Login to your secure portal to download.,legitimate
"Hi Michael, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
"Security Alert: Someone has requested a password change for your Facebook ID. If not you, secure your account at http://amazon-giftcard-promotions.net?id=20522",phishing
"Hi Linda, I've shared the document 'Database Migration' with you. Please review and leave comments.",legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://dropbox-storage-upgrade-deal.co?id=71572,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://drive-google-sharing-view.com?id=97930,phishing
Your monthly energy statement for Walmart is now available. Log in to view: https://drive.google.com,legitimate
Your reservation at Google has been confirmed for 12:45 AM. View details here: https://www.irs.gov,legitimate
"Dear customer, your card ending in 3440 has been blocked. Call support or login here: http://signin-facebook-account-alert.net?id=42863",phishing
Your weekly digest from Microsoft 365 is ready. Here are your top recommendations for this week.,legitimate
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Final Warning: Your storage is full on Dropbox. Upgrade immediately or lose files: http://verify-bankofamerica.co/signin?id=26366,phishing
"Hi, just reminding you about our meeting tomorrow at 9:30 AM. Let me know if you can make it.",legitimate
Urgent: Your account at Citibank has been suspended. Click here to verify: http://netflix-billing-update-alert.net/login?id=72533,phishing
Thank you for your order at Costco. Your order number is #8887 and will ship soon.,legitimate
"Hi, can you send over the slides for the Marketing Campaign presentation before our call?",legitimate
Action Required: Update your billing information for LinkedIn to avoid service interruption: http://verify-bankofamerica.co/signin?id=78605,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.amazon.com/gp/css/homepage.html,legitimate
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://irs-tax-refund-claim.gov.us/portal?id=63088,phishing
Final Warning: Your storage is full on Apple. Upgrade immediately or lose files: http://irs-tax-refund-claim.gov.us/portal?id=25365,phishing
Your weekly digest from Dropbox is ready. Here are your top recommendations for this week.,legitimate
Final Warning: Your storage is full on Amazon. Upgrade immediately or lose files: http://dhl-package-tracking-update.com/status?id=29496,phishing
Invoice INV-783092 for 3883 is overdue. View statement and pay now: http://update-credential-zoom.org?id=34709,phishing
Attention: Win 1514 worth of Bitcoin by clicking on our promotional link: http://wallet-connect-ledger.com/restore?id=63442,phishing
"Hi, just reminding you about our meeting tomorrow at 12:15 PM. Let me know if you can make it.",legitimate
Your weekly digest from Facebook is ready. Here are your top recommendations for this week.,legitimate
Urgent: Your account at HSBC has been suspended. Click here to verify: http://drive-google-sharing-view.com?id=96005,phishing
"Dear customer, your card ending in 4804 has been blocked. Call support or login here: http://wallet-connect-ledger.com/restore?id=64137",phishing
Your monthly energy statement for eBay is now available. Log in to view: https://www.irs.gov,legitimate
"Hi Robert, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Verify your Facebook login immediately. Unrecognized activity detected from IP 105.139.127.78. Reset password: http://login.secure-bank-login.xyz?id=81746,phishing
Critical security patch required for your computer. Click to download the update: http://signin-facebook-account-alert.net?id=80264,phishing
Your account statement for Citibank is ready. Login to your secure portal to download.,legitimate
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
"Security Alert: Someone has requested a password change for your Zoom ID. If not you, secure your account at http://login.secure-bank-login.xyz?id=13012",phishing
Congratulations! You won a $500 Cash Reward from Best Buy. Click here to claim your reward: http://verify-bankofamerica.co/signin?id=26100,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.irs.gov,legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://apple-id-recovery-support.info?id=39800,phishing
Welcome to the Zoom team! Here is the onboarding document to get you started.,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://signin-facebook-account-alert.net?id=82861,phishing
"Hi, just reminding you about our meeting tomorrow at 4:15 PM. Let me know if you can make it.",legitimate
Your payroll details need verification. Please update your bank details on the portal: http://verify-bankofamerica.co/signin?id=19097,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://verify-bankofamerica.co/signin?id=29914,phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://wallet-connect-ledger.com/restore?id=15978,phishing
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.bankofamerica.com,legitimate
Verify your Google login immediately. Unrecognized activity detected from IP 111.222.101.188. Reset password: http://drive-google-sharing-view.com?id=60334,phishing
Final Warning: Your storage is full on Netflix. Upgrade immediately or lose files: https://paypal-security-verification-portal.org?id=67584,phishing
Verify your Facebook login immediately. Unrecognized activity detected from IP 132.156.83.177. Reset password: http://amazon-giftcard-promotions.net?id=38663,phishing
Your package from FedEx could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=96589,phishing
Your subscription to Apple has auto-renewed. View your receipt: https://www.facebook.com,legitimate
Invoice INV-414901 for 422 is overdue. View statement and pay now: http://dhl-package-tracking-update.com/status?id=81792,phishing
Attention: Win 4767 worth of Bitcoin by clicking on our promotional link: http://signin-facebook-account-alert.net?id=76729,phishing
"Hi Michael, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Your weekly digest from Dropbox is ready. Here are your top recommendations for this week.,legitimate
Verify your Apple login immediately. Unrecognized activity detected from IP 142.154.210.220. Reset password: http://login.secure-bank-login.xyz?id=13426,phishing
You have received a tax refund of 648 USD. Submit your details to claim: http://apple-id-recovery-support.info?id=87978,phishing
"Hi, can you send over the slides for the Marketing Campaign presentation before our call?",legitimate
Your package from Amazon Logistics could not be delivered due to incorrect address. Update details: http://drive-google-sharing-view.com?id=32683,phishing
Your account statement for Citibank is ready. Login to your secure portal to download.,legitimate
Congratulations! You won a $1000 Gift Card from Costco. Click here to claim your reward: http://apple-id-recovery-support.info?id=71528,phishing
Congratulations! You won a $1000 Gift Card from Amazon. Click here to claim your reward: http://dhl-package-tracking-update.com/status?id=58670,phishing
Thank you for your order at Target. Your order number is #6073 and will ship soon.,legitimate
Your reservation at Apple has been confirmed for 4:45 PM. View details here: https://www.dhl.com/en/express/tracking,legitimate
Thank you for your order at Amazon. Your order number is #8239 and will ship soon.,legitimate
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://login.secure-bank-login.xyz?id=63448,phishing
Congratulations! You won a $500 Cash Reward from Amazon. Click here to claim your reward: http://signin-facebook-account-alert.net?id=97210,phishing
"Hi, can you send over the slides for the Website Redesign presentation before our call?",legitimate
Final Warning: Your storage is full on Amazon. Upgrade immediately or lose files: http://dhl-package-tracking-update.com/status?id=83673,phishing
"Hi William, I've shared the document 'Website Redesign' with you. Please review and leave comments.",legitimate
Critical security patch required for your computer. Click to download the update: http://secure-chase-login-auth.com/verify?id=44734,phishing
Your subscription to Microsoft 365 has auto-renewed. View your receipt: https://www.dropbox.com,legitimate
"Dear customer, your card ending in 1288 has been blocked. Call support or login here: http://verify-bankofamerica.co/signin?id=48839",phishing
Your account statement for Bank of America is ready. Login to your secure portal to download.,legitimate
"Hi James, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
Reminder: Your appointment with Dr. David is scheduled for 7:15 AM.,legitimate
Your subscription to Apple has auto-renewed. View your receipt: https://www.paypal.com/signin,legitimate
You have received a tax refund of 996 USD. Submit your details to claim: http://verify-bankofamerica.co/signin?id=62950,phishing
You have received a tax refund of 2290 USD. Submit your details to claim: http://update-credential-zoom.org?id=95246,phishing
Urgent: Your account at Chase Bank has been suspended. Click here to verify: http://amazon-giftcard-promotions.net?id=63526,phishing
Your payroll details need verification. Please update your bank details on the portal: http://wallet-connect-ledger.com/restore?id=22340,phishing
Thank you for your order at Best Buy. Your order number is #2835 and will ship soon.,legitimate
Verify your Dropbox login immediately. Unrecognized activity detected from IP 198.231.185.130. Reset password: http://amazon-giftcard-promotions.net?id=55464,phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://login.secure-bank-login.xyz?id=73437,phishing
Action Required: Update your billing information for Amazon to avoid service interruption: http://apple-id-recovery-support.info?id=59620,phishing
"Security Alert: Someone has requested a password change for your Dropbox ID. If not you, secure your account at http://dropbox-storage-upgrade-deal.co?id=77378",phishing
Your reservation at Dropbox has been confirmed for 5:00 AM. View details here: https://www.bankofamerica.com,legitimate
You have received a tax refund of 4885 USD. Submit your details to claim: http://login.secure-bank-login.xyz?id=45461,phishing
Your monthly energy statement for Walmart is now available. Log in to view: https://www.paypal.com/signin,legitimate
Thank you for your order at Costco. Your order number is #7660 and will ship soon.,legitimate
Reminder: Your appointment with Dr. John is scheduled for 3:00 PM.,legitimate
Invoice INV-128995 for 765 is overdue. View statement and pay now: http://signin-facebook-account-alert.net?id=95475,phishing
Congratulations! You won a Tesla Model 3 from eBay. Click here to claim your reward: http://drive-google-sharing-view.com?id=98585,phishing
Here are the tickets for your flight DL320 to Chicago. Have a great trip!,legitimate
"Hi Michael, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
"Hi Linda, I've shared the document 'Product Launch' with you. Please review and leave comments.",legitimate
Thank you for your order at eBay. Your order number is #4456 and will ship soon.,legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://ledger.com,legitimate
Your payroll details need verification. Please update your bank details on the portal: https://paypal-security-verification-portal.org?id=68692,phishing
"Hi James, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Your subscription to Netflix has auto-renewed. View your receipt: https://ledger.com,legitimate
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
Urgent: Your account at Wells Fargo has been suspended. Click here to verify: http://update-credential-zoom.org?id=40050,phishing
Your reservation at LinkedIn has been confirmed for 11:45 PM. View details here: https://appleid.apple.com,legitimate
Your payroll details need verification. Please update your bank details on the portal: http://dropbox-storage-upgrade-deal.co?id=51435,phishing
"Hi, just reminding you about our meeting tomorrow at 4:45 AM. Let me know if you can make it.",legitimate
Your subscription to Zoom has auto-renewed. View your receipt: https://zoom.us/join,legitimate
Urgent: Your account at HSBC has been suspended. Click here to verify: http://dhl-package-tracking-update.com/status?id=30732,phishing
Final Warning: Your storage is full on Facebook. Upgrade immediately or lose files: http://login.secure-bank-login.xyz?id=78546,phishing
Here is the project update for the Product Launch sprint. Let me know your thoughts by EOD.,legitimate
"Hi, can you send over the slides for the Database Migration presentation before our call?",legitimate
Reminder: Your appointment with Dr. Jessica is scheduled for 5:15 PM.,legitimate
"Hi Emily, hope you're doing well. Just wanted to catch up on the details we discussed yesterday.",legitimate
"Security Alert: Someone has requested a password change for your Dropbox ID. If not you, secure your account at http://apple-id-recovery-support.info?id=42905",phishing
Reminder: Your appointment with Dr. Linda is scheduled for 2:15 PM.,legitimate
"Hi Michael, I've shared the document 'Product Launch' with you. Please review and leave comments.",legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.bankofamerica.com,legitimate
Final Warning: Your storage is full on Dropbox. Upgrade immediately or lose files: https://microsoft365-password-reset.xyz/update?id=85740,phishing
Here are the tickets for your flight AA192 to Chicago. Have a great trip!,legitimate
Thank you for your order at Walmart. Your order number is #6808 and will ship soon.,legitimate
Here are the tickets for your flight UA534 to New York. Have a great trip!,legitimate
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://wallet-connect-ledger.com/restore?id=82445,phishing
Your weekly digest from Netflix is ready. Here are your top recommendations for this week.,legitimate
Your monthly energy statement for Best Buy is now available. Log in to view: https://drive.google.com,legitimate
"Dear customer, your card ending in 3029 has been blocked. Call support or login here: http://secure-chase-login-auth.com/verify?id=37533",phishing
Thank you for your order at eBay. Your order number is #5850 and will ship soon.,legitimate
Your package from FedEx could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=11692,phishing
"Hi, can you send over the slides for the Website Redesign presentation before our call?",legitimate
Urgent: Your account at Capital One has been suspended. Click here to verify: http://drive-google-sharing-view.com?id=78978,phishing
"Security Alert: Someone has requested a password change for your Amazon ID. If not you, secure your account at http://dropbox-storage-upgrade-deal.co?id=75679",phishing
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://netflix-billing-update-alert.net/login?id=61580,phishing
Here are the tickets for your flight DL260 to Sydney. Have a great trip!,legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.netflix.com/youraccount,legitimate
Action Required: Update your billing information for Facebook to avoid service interruption: http://dropbox-storage-upgrade-deal.co?id=32358,phishing
Your payroll details need verification. Please update your bank details on the portal: http://irs-tax-refund-claim.gov.us/portal?id=50593,phishing
"Hi, can you send over the slides for the Website Redesign presentation before our call?",legitimate
Your weekly digest from Facebook is ready. Here are your top recommendations for this week.,legitimate
Final Warning: Your storage is full on Apple. Upgrade immediately or lose files: http://wallet-connect-ledger.com/restore?id=75655,phishing
"Hi, just reminding you about our meeting tomorrow at 7:00 PM. Let me know if you can make it.",legitimate
Welcome to the Netflix team! Here is the onboarding document to get you started.,legitimate
Your subscription to Microsoft 365 has auto-renewed. View your receipt: https://www.paypal.com/signin,legitimate
Here are the tickets for your flight DL937 to London. Have a great trip!,legitimate
Your weekly digest from Apple is ready. Here are your top recommendations for this week.,legitimate
"Dear customer, your card ending in 7909 has been blocked. Call support or login here: http://secure-chase-login-auth.com/verify?id=76367",phishing
Crypto Alert: Your wallet has been accessed. Transfer your funds to a safe address: http://login.secure-bank-login.xyz?id=62173,phishing
Congratulations! You won a $1000 Gift Card from Target. Click here to claim your reward: http://signin-facebook-account-alert.net?id=77523,phishing
Critical security patch required for your computer. Click to download the update: https://paypal-security-verification-portal.org?id=60547,phishing
Invoice INV-167619 for 1042 is overdue. View statement and pay now: http://dropbox-storage-upgrade-deal.co?id=80620,phishing
Congratulations! You won a iPhone 15 Pro from eBay. Click here to claim your reward: http://signin-facebook-account-alert.net?id=82296,phishing
"Dear customer, your card ending in 6183 has been blocked. Call support or login here: http://dhl-package-tracking-update.com/status?id=76062",phishing
Exclusive Offer: Refinance your mortgage at 1.5% interest rate. Pre-qualify today: http://irs-tax-refund-claim.gov.us/portal?id=20319,phishing
"Hi, can you send over the slides for the Marketing Campaign presentation before our call?",legitimate
Your package from USPS could not be delivered due to incorrect address. Update details: http://netflix-billing-update-alert.net/login?id=75921,phishing
Your weekly digest from Apple is ready. Here are your top recommendations for this week.,legitimate
"Hi John, I've shared the document 'Marketing Campaign' with you. Please review and leave comments.",legitimate
Thanks for subscribing to our newsletter! Here is your free ebook link: https://www.amazon.com/gp/css/homepage.html,legitimate
Here are the tickets for your flight AA364 to San Francisco. Have a great trip!,legitimate
Your package from UPS could not be delivered due to incorrect address. Update details: http://verify-bankofamerica.co/signin?id=57274,phishing
Reminder: Your appointment with Dr. James is scheduled for 7:30 AM.,legitimate
Your account statement for Paypal is ready. Login to your secure portal to download.,legitimate
Attention: Win 4366 worth of Bitcoin by clicking on our promotional link: http://update-credential-zoom.org?id=92001,phishing
You have received a tax refund of 3996 USD. Submit your details to claim: http://irs-tax-refund-claim.gov.us/portal?id=89663,phishing
"Hi, just reminding you about our meeting tomorrow at 2:15 PM. Let me know if you can make it.",legitimate
Your weekly digest from Google is ready. Here are your top recommendations for this week.,legitimate
"Hi James, I've shared the document 'Sales Review' with you. Please review and leave comments.",legitimate
Urgent: Your account at Bank of America has been suspended. Click here to verify: http://drive-google-sharing-view.com?id=14769,phishing
"Hi, can you send over the slides for the Product Launch presentation before our call?",legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.dropbox.com,legitimate
Final Warning: Your storage is full on Apple. Upgrade immediately or lose files: http://signin-facebook-account-alert.net?id=50769,phishing
Congratulations! You won a iPad Air from Best Buy. Click here to claim your reward: http://update-credential-zoom.org?id=57079,phishing
"Hi, just reminding you about our meeting tomorrow at 5:30 PM. Let me know if you can make it.",legitimate
Here are the tickets for your flight AA454 to New York. Have a great trip!,legitimate
Your monthly energy statement for Target is now available. Log in to view: https://www.dropbox.com,legitimate
Your reservation at Apple has been confirmed for 1:30 AM. View details here: https://www.amazon.com/gp/css/homepage.html,legitimate
Your package from UPS could not be delivered due to incorrect address. Update details: http://update-credential-zoom.org?id=42983,phishing
Final Warning: Your storage is full on Facebook. Upgrade immediately or lose files: http://apple-id-recovery-support.info?id=26119,phishing
